Source,Original ID,Acceptability,Original annotation,Sentence,Material added
SoD-Noun1,3.443a,0,??,"De man en een jongen, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.444a,0,*?,"De mannen en twee jongens, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.444b,0,*?,"Twee mannen en de jongens, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.447a,0,*,"Elke leerling en leraar die te laat kwam, werd gestraft.",0
SoD-Noun1,3.450a,0,??,"Alle mannen, die zich te laat hadden ingeschreven, werden niet toegelaten.",0
SoD-Noun1,3.450b,0,??,"Sommige vrouwen, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.451a,0,??,"Alle mannen en enkele vrouwen, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.452a,0,*?,"De mannen en enkele vrouwen, die te laat kwamen, werden niet toegelaten.",0
SoD-Noun1,3.460b',0,*?,"We mogen de honden of katten die niet veel overlast geven, houden.",0
SoD-Noun1,3.461a',0,??,"Een scholier of een student die zich heeft ingeschreven, krijgt korting.",0
SoD-Noun1,3.461b',0,??,Een leraar of een leerling die te laat komt wordt gestraft.,0
SoD-Noun1,3.462a',0,*,"Een student of scholier die zich heeft ingeschreven, krijgt altijd korting.",0
SoD-Noun1,3.471a,0,??,"De student of scholier, die niet zo veel geld heeft, krijgt altijd korting.",0
SoD-Noun1,3.476b,0,??,"Óf jongens óf meisjes die te laat komen, worden gestraft.",0
SoD-Noun1,3.478b,0,*,"Een scholier óf student die zich heeft ingeschreven, krijgt de vrijkaart.",0
SoD-Noun1,3.478b,0,*,"Óf een scholier óf student die zich heeft ingeschreven, krijgt de vrijkaart.",0
SoD-Noun1,3.480b,0,*,"De óf studenten óf scholieren, die niet zo veel geld hebben, krijgen korting.",0
SoD-Noun1,3.482a,0,??,"De student of de scholier, die weinig geld heeft, krijgt korting.",0
SoD-Noun1,3.497a,0,*,"Een jongen of meisje die zich heeft ingeschreven, krijgt korting.",0
SoD-Noun1,3.497b,0,*,"De jongen of meisje die zich heeft ingeschreven, krijgt korting.",0
SoD-Noun1,3.500b,0,*,"We mogen de kat of het hondje, die niet veel overlast geeft, houden.",0
SoD-Noun1,3.501b,0,*,Twee mannen of een jongen werd niet toegelaten.,0
SoD-Noun1,3.501b,0,*,Twee mannen of een jongen werden niet toegelaten.,0
SoD-Noun1,3.502b,0,*,"Twee mannen of een jongen die te laat kwamen, liet hij niet binnen.",0
SoD-Noun1,3.502b,0,*,"Twee mannen of een jongen die te laat kwam, liet hij niet binnen.",0
SoD-Noun1,3.504a,0,*,"De mannen of de jongen, die te laat kwam, liet hij niet binnen.",0
SoD-Noun1,3.504b,0,*,"Twee mannen of een jongen, die te laat kwam, liet hij niet binnen.",0
SoD-Noun1,3.504c',0,*,We nemen gewoon een bus of de tram die in de buurt komt.,0
SoD-Noun1,3.505a,0,*,"De student of een scholier die niet zo veel geld heeft, krijgt korting.",0
SoD-Noun1,3.506a,0,*,"We nemen gewoon een bus of de tram, die in de buurt komt.",0
SoD-Noun1,3.506b,0,*,"De student of een scholier, die niet zo veel geld had, kreeg korting.",0
SoD-Noun1,3.508a,0,??,"De meeste jongens of sommige meisjes die te laat komen, worden gestraft.",0
SoD-Noun1,3.509a,0,*,"De jongens of enkele meisjes die te laat kwamen, werden gestraft.",0
SoD-Noun1,3.509b,0,*,"Alle leden of de niet-leden die zich hadden ingeschreven, kregen korting.",0
SoD-Noun1,3.510b,0,*,"We mogen enkele honden of meerdere katten, die niet veel overlast geven, houden.",0
SoD-Noun1,3.517b,0,*,Deze jongen is die gisteren ziek was.,0
SoD-Noun1,3.522c,0,*?,Dit is een goed project om geld te geven.,0
SoD-Noun1,3.526a,0,*,Dit is een café om gezellig in te drinken.,0
SoD-Noun1,3.526b,0,??,Dit is een café om gezellig te drinken.,0
SoD-Noun1,3.528a,0,*?,"Een machine, om hout mee te schuren, is vrij goedkoop.",0
SoD-Noun1,3.528b,0,*?,"Veel kasten, om zelf in elkaar te zetten, zijn niet duur.",0
SoD-Noun1,3.529b',0,*,"Jan wilde dat ik hem een machine, om hout mee te schuren, gaf.",1
SoD-Noun1,3.530b,0,*?,"Zo’n machine, om hout te schuren, is vrij goedkoop.",0
SoD-Noun1,3.531a',0,*,Dit meisje is om op onze baby te passen.,0
SoD-Noun1,3.531b',0,*,Deze machine is om hout te schuren.,0
SoD-Noun1,3.535a,0,??,De man om het probleem op te lossen is niet te vinden.,0
SoD-Noun1,3.537a,0,*,Dit is een reis om ons goed te bevallen.,0
SoD-Noun1,3.539c,0,*,Om het probleem op te lossen hebben we de nieuwe software aangeschaft.,0
SoD-Noun1,3.540b,0,*?,We hebben de nieuwe software om het probleem op te lossen aangeschaft.,0
SoD-Noun1,3.540d,0,*,De software om het probleem op te lossen hebben we net aangeschaft.,0
SoD-Noun1,3.541c,0,*,"Om het probleem mee op te lossen, hebben we de nieuwe software aangeschaft.",0
SoD-Noun1,3.542b,0,*?,We hebben de software om daar het probleem mee op te lossen aangeschaft.,0
SoD-Noun1,3.542d,0,*,"De software om daar het probleem mee op te lossen, hebben we net aangeschaft.",0
SoD-Noun1,3.543b',0,*,Om zich twee maal te vergissen is Jan geen man.,0
SoD-Noun1,3.547a,0,*,Rekeningen te betalen moeten eerst gecontroleerd worden.,0
SoD-Noun1,3.547b,0,*,De rekeningen te betalen heb ik apart gelegd.,0
SoD-Noun1,3.551a,0,*,Deze jongen intelligent is tot alles in staat.,0
SoD-Noun1,3.551b,0,*,Jan intelligent is te verkiezen boven Jan verdrietig.,0
SoD-Noun1,3.552a,0,??,"Jan veegde zijn gezicht, nog nat, met zijn zakdoek af.",0
SoD-Noun1,3.556b,0,*,"Een jongen een vrolijk deuntje fluitend, fietste voorbij.",0
SoD-Noun1,3.557b,0,*,Een vriend architect zijnde weet veel van dat soort dingen.,0
SoD-Noun1,3.557b',0,*,Mijn architect zijnde vriend weet veel van dat soort dingen.,0
SoD-Noun1,3.558a,0,*,Deze voor hem gewerkte man is niet zeker van zijn baan.,0
SoD-Noun1,3.559a',0,*,"De trein, gewacht op door het meisje, kwam te laat.",0
SoD-Noun1,3.559b,0,*,"Mijn vriend, architect geweest, weet veel van dat soort dingen.",0
SoD-Noun1,3.560a,0,*,Mensen gewerkt voor hem zijn niet zeker van hun baan.,0
SoD-Noun1,3.561a,0,*,Gisteren de krant deed uitgebreid verslag van het schandaal.,0
SoD-Noun1,3.561b,0,*,De daar regering  is democratisch gekozen.,0
SoD-Noun1,3.563b,0,*,De vergadering 3 januari begint om drie uur.,0
SoD-Noun1,3.564a,0,*,De krant deed van gisteren uitgebreid verslag van het schandaal.,0
SoD-Noun1,3.564b,0,*,De vergadering begint van morgen om drie uur.,0
SoD-Noun1,3.565a',0,*,In de krant staat gisteren een artikel over Japanse kunst.,0
SoD-Noun1,3.566a,0,*,De krant gisteren meldt de laatste ontwikkelingen.,0
SoD-Noun1,3.566a',0,*,De krant meldt gisteren de laatste ontwikkelingen.,0
SoD-Noun1,3.567a,0,*,Die man gisteren vertelde vandaag de waarheid.,0
SoD-Noun1,3.570a,0,*,Ik heb de plant op de krant gisteren gezet.,0
SoD-Noun1,3.570b',0,*,Met de krant gisteren heb ik een mug dood geslagen.,0
SoD-Noun1,3.571b,0,*,De krant gisteren heb ik niet gelezen.,0
SoD-Noun1,3.574a,0,*?,Ik heb dit huis daar gekocht.,0
SoD-Noun1,3.574a',0,??,Ik heb dat huis hier gekocht.,0
SoD-Noun1,3.574b',0,*?,Deze jongens daar zijn mijn vrienden.,0
SoD-Noun1,3.574b',0,??,Die jongens hier zijn mijn vrienden.,0
SoD-Noun1,3.577a,0,*,De auto’s van daar rijden aan de linker kant van de weg.,0
SoD-Noun1,3.568b,0,*,De fietsers van hier in Nederland houden zich aan geen enkele regel.,0
SoD-Noun1,3.578a,0,*?,Deze jongens van hier zijn gewend hard te werken.,0
SoD-Noun1,3.580a,0,*,De protesten waren tevergeefs nadat het nieuws bekend werd.,0
SoD-Noun1,3.586a,0,*,Die hoofdpijn tenzij ik mijn medicijnen inneem is vreselijk.,0
SoD-Noun1,3.586b,0,*,Die hoofdpijn zodat ik weer thuis moet blijven was vreselijk.,0
SoD-Noun1,3.586d,0,??,De protesten hoewel de directie het plan introk waren hevig.,0
SoD-Noun1,1.4c,1,,Een erg dik boek lag op de plank.,1
SoD-Noun1,1.6,1,,Mijn vijf broers wonen thuis.,1
SoD-Noun1,1.8c,1,,Er lopen twee jongens op straat.,0
SoD-Noun1,1.9a,1,,Er lopen enkele jongens op straat.,0
SoD-Noun1,1.9b,1,,Er lopen weinig jongens op straat.,0
SoD-Noun1,1.9b,1,,Er lopen veel jongens op straat.,0
SoD-Noun1,1.10b,1,,De vele jongens wandelen op straat.,0
SoD-Noun1,1.12a,1,,"Het boek, dat ik graag wilde hebben, was net uitverkocht.",0
SoD-Noun1,1.12b,1,,"De man, boos over zijn behandeling, diende een klacht in.",0
SoD-Noun1,1.12c,1,,"Het boek, een eerste druk van Karakter, werd verkocht voor € 10,000.",0
SoD-Noun1,1.13b,1,,Al de vier aardige vertegenwoordigers van de VS komen uit New York.,1
SoD-Noun1,1.14a,1,,Het gaat om de langdurige behandeling van Jan in het ziekenhuis.,1
SoD-Noun1,1.14b,1,,Jans langdurige behandeling in het ziekenhuis is erg duur.,1
SoD-Noun1,1.15a,1,,Het gebruikelijke tomaten gooien bleef niet uit.,0
SoD-Noun1,1.15b,0,*,Het tomaten gebruikelijke gooien bleef niet uit.,0
SoD-Noun1,1.16a,1,,Jan werkt hard.,0
SoD-Noun1,1.16b,1,,Jan koopt een boek.,0
SoD-Noun1,1.16c,1,,Jan geeft het boek aan Marie.,0
SoD-Noun1,1.16d,1,,Jan koopt een boek voor Marie.,0
SoD-Noun1,1.16e,1,,Jan komt altijd te laat.,0
SoD-Noun1,1.17a,1,,Jan is een aardige jongen.,0
SoD-Noun1,1.17b,1,,Ik vind Jan een aardige jongen.,0
SoD-Noun1,1.17b',1,,Ik vind Jan en Peter aardige jongens.,0
SoD-Noun1,1.18a,1,,Marie heeft deze week hard gewerkt.,0
SoD-Noun1,1.18b,1,,Peter woont het hele jaar in Zuid-Frankrijk.,0
SoD-Noun1,1.18b,1,,Peter woont gedurende het hele jaar in Zuid-Frankrijk.,0
SoD-Noun1,1.18c,1,,Jan heeft de hele reis zitten slapen.,0
SoD-Noun1,1.18c,1,,Jan heeft gedurende de hele reis zitten slapen.,0
SoD-Noun1,1.22a,1,,"Mag ik de aansteker, alsjeblieft?",0
SoD-Noun1,1.22b,1,,Heb jij Jan nog gezien?,0
SoD-Noun1,1.24a',0,*,De Westertoren die hoog is.,0
SoD-Noun1,1.26a,1,,Er zitten drie Barten bij mij in de klas.,0
SoD-Noun1,1.26b,1,,De twee Duitslanden zijn voorgoed verenigd.,0
SoD-Noun1,1.27a ,1,,Kleine Bob of grote Bob?,0
SoD-Noun1,1.27b,1,,De Zwitserse Alpen liggen in Europa.,1
SoD-Noun1,1.27c,1,,Hij komt de woensdag na Pasen.,0
SoD-Noun1,1.28a,1,,De Jansen die ik ken woont in Den Haag.,0
SoD-Noun1,1.28b,1,,Het Italië uit de middeleeuwen was erg mooi.,1
SoD-Noun1,1.29a,1,,Heb jij de Volkskrant van gisteren gelezen?,0
SoD-Noun1,1.29a',1,,Heb jij vandaag al een Volkskrant gekocht?,0
SoD-Noun1,1.29a',0,*,Heb jij vandaag al een De Volkskrant gekocht?,0
SoD-Noun1,1.29b,1,,Het Den Haag uit mijn jeugd was een prachtige stad.,0
SoD-Noun1,1.30a,1,,Hij is woensdag hier geweest.,0
SoD-Noun1,1.30a,1,,Hij is afgelopen woensdag hier geweest.,0
SoD-Noun1,1.30b,1,,Hij komt komende woensdag hier.,0
SoD-Noun1,1.30c,1,,Hij komt de woensdag voor Pasen hier.,0
SoD-Noun1,1.30c,1,,Hij komt de woensdag na Pasen hier.,0
SoD-Noun1,1.30c,1,,Hij komt de tweede woensdag voor Pasen hier.,0
SoD-Noun1,1.30c,1,,Hij komt de tweede woensdag na Pasen hier.,0
SoD-Noun1,1.31b,1,,Hij wil op een woensdag komen.,0
SoD-Noun1,1.31b,1,,Hij wil op een woensdag komen maakt niet uit welke.,0
SoD-Noun1,1.32a,1,,Zij is in de herfst geboren.,0
SoD-Noun1,1.32a,1,,Zij is in de herfst van 1963 geboren.,0
SoD-Noun1,1.32b,0,*,Zij is in herfst geboren.,0
SoD-Noun1,1.33a,1,,Zij is in januari 1963 geboren.,0
SoD-Noun1,1.33a,1,,Zij is in januari van het jaar 1963 geboren.,0
SoD-Noun1,1.34a,0,*,Zij is in een herfst geboren.,0
SoD-Noun1,1.34a,0,*,Zij is in een herfst tussen 1963 en 1965 geboren.,0
SoD-Noun1,1.34b,0,*?,Zij is in een januari geboren.,0
SoD-Noun1,1.34b,0,*?,Zij is in een januari tussen 1963 en 1965 geboren.,0
SoD-Noun1,1.35a,1,,Die Jan toch!,0
SoD-Noun1,1.35b,1,,Die Marietje toch!,0
SoD-Noun1,1.36a,1,,Ik heb een Van Gogh gezien.,0
SoD-Noun1,1.36a,1,,Ik heb twee van Goghs gezien.,0
SoD-Noun1,1.36b,1,,Hij leest veel Vondel.,0
SoD-Noun1,1.36c,1,,Hij heeft heel wat Art Deco in huis.,0
SoD-Noun1,1.37,1,,Geeft u mij maar een Heineken.,0
SoD-Noun1,1.38a,1,,Mag ik een aspirientje?,0
SoD-Noun1,1.38b,1,,"Een Spa, graag!",0
SoD-Noun1,1.39a,1,,Heb je het al aan vader gevraagd?,0
SoD-Noun1,1.39b,1,,Dokter heeft gezegd dat ik op bed moet blijven liggen.,1
SoD-Noun1,1.40b,1,,Jan tilde de zware tafel op.,0
SoD-Noun1,1.40c,1,,Het zwarte hout maakte de kamer erg somber.,0
SoD-Noun1,1.43a,0,*,In het glas zat een water.,0
SoD-Noun1,1.43b,0,*,In het glas zaten drie waters.,0
SoD-Noun1,1.44a,1,,In het glas zat wat water.,0
SoD-Noun1,1.44a,1,,In het glas zat een beetje water.,0
SoD-Noun1,1.44b,0,*,In het glas zat enkele water.,0
SoD-Noun1,1.44b,0,*,In het glas zat een aantal water.,0
SoD-Noun1,1.45a,0,*,Op de tafel lag boek.,0
SoD-Noun1,1.45b,1,,Op de tafel lagen boeken.,0
SoD-Noun1,1.46a,1,,Op de tafel lagen enkele boeken.,0
SoD-Noun1,1.46a,1,,Op de tafel lagen een aantal boeken.,0
SoD-Noun1,1.46b,0,*,Op de tafel lagen wat boek.,0
SoD-Noun1,1.47a,1,,In de kamer stond meubilair.,0
SoD-Noun1,1.47a,0,*,In de kamer stond een meubilair.,0
SoD-Noun1,1.47b,0,*,In de kamer stonden drie meubilairs.,0
SoD-Noun1,1.48a,1,,In de kamer stond wat meubilair.,0
SoD-Noun1,1.48b,0,*,In de kamer stond enkele meubilair.,0
SoD-Noun1,1.48b,0,*,In de kamer stond een aantal meubilair.,0
SoD-Noun1,1.48b,0,*,In de kamer stonden een aantal meubilair.,0
SoD-Noun1,1.49a,0,??,Er was allerlei politie op straat.,0
SoD-Noun1,1.49b,1,,De kinderen kregen allerlei speelgoed.,0
SoD-Noun1,1.49b,1,,De kinderen kregen allerlei snoepgoed.,0
SoD-Noun1,1.50a,1,,Op de foto stond een regering afgebeeld.,0
SoD-Noun1,1.50a,0,*,Op de foto stond regering afgebeeld.,0
SoD-Noun1,1.50b,1,,Op de foto stonden twee regeringen afgebeeld.,0
SoD-Noun1,1.51a,1,,Op de foto stonden enkele regeringen.,0
SoD-Noun1,1.51a,1,,Op de foto stonden een aantal regeringen.,0
SoD-Noun1,1.51b,0,*,Op de foto stond een beetje regering.,0
SoD-Noun1,1.52a,1,,In de wei stond een kudde.,0
SoD-Noun1,1.52b,1,,In de wei stonden twee kuddes.,0
SoD-Noun1,1.52b,1,,In de wei stonden enkele kuddes.,0
SoD-Noun1,1.52b,1,,In de wei stonden een aantal kuddes.,0
SoD-Noun1,1.55a,1,,De witte wijn is erg goed.,0
SoD-Noun1,1.55a,1,,De witte wijn is erg goed maar de rode niet.,0
SoD-Noun1,1.56a,0,??,Dat is een melk met extra veel calcium.,1
SoD-Noun1,1.56b,0,??,Dat is een zand dat zeer geschikt is voor het bouwen van zandkastelen.,1
SoD-Noun1,1.56c,0,??,Dat is een voor quiches en soepen erg geschikte spinazie.,1
SoD-Noun1,1.58a,0,??,Geef mij een melkje.,1
SoD-Noun1,1.58c,0,*?,Geef mij een zilvertje.,1
SoD-Noun1,1.59a,1,,Geef mij een cognacje.,1
SoD-Noun1,1.59b,1,,Geef mij een biertje.,1
SoD-Noun1,1.60a,1,,"Een koffie, alstublieft.",0
SoD-Noun1,1.60a',1,,Ik wil graag een koffie.,1
SoD-Noun1,1.60a',1,,Ik wil graag een kop koffie.,1
SoD-Noun1,1.60b,1,,Mag ik twee bier van u?,0
SoD-Noun1,1.60b',1,,Ik wil graag twee bier.,1
SoD-Noun1,1.60c,1,,"Een spaghetti, graag.",0
SoD-Noun1,1.60c',1,,Ik wil graag een spaghetti.,1
SoD-Noun1,1.60c',1,,Ik wil graag een bord spaghetti.,1
SoD-Noun1,1.61a,1,,Ze hebben hier honderden bieren.,0
SoD-Noun1,1.61b,0,*,Ze hebben hier honderden soorten bieren.,0
SoD-Noun1,1.62a,1,,Ze vroeg een glas bier.,0
SoD-Noun1,1.62a,0,*,Ze vroeg een glas biertje.,0
SoD-Noun1,1.62b,1,,Ze vroeg een glaasje bier.,0
SoD-Noun1,1.63a,0,??,"Al heb je drie polities, dan ben je nog niet veilig.",0
SoD-Noun1,1.63b,1,,"Al heb je drie soorten politie, dan ben je nog niet veilig.",0
SoD-Noun1,1.64a,0,*,Je vindt verscheidene veeën in dit gebied.,0
SoD-Noun1,1.64b,1,,Je vindt verscheidene soorten veesoorten in dit gebied.,0
SoD-Noun1,1.65a,1,,We aten gisteravond kip.,0
SoD-Noun1,1.65b,1,,Mijn neefje is dol op meloen.,0
SoD-Noun1,1.66a,0,??,Mijn neefje is dol op rozijn.,0
SoD-Noun1,1.66a,0,??,Mijn neefje is dol op bes.,0
SoD-Noun1,1.66b,1,,Zij houdt niet van groene peper.,0
SoD-Noun1,1.66b,1,,Zij houdt niet van kruidnagel.,0
SoD-Noun1,1.67a,0,*,Er zit rozijn in de thee.,0
SoD-Noun1,1.67b,0,??,Er zit aardbei in dit ijs.,0
SoD-Noun1,1.68a,1,,Ik houd erg van de zee.,0
SoD-Noun1,1.69a,0,*,Dat is een water.,1
SoD-Noun1,1.69a',1,,Wat een water!,0
SoD-Noun1,1.69b,0,*,Dat is een meubilair.,1
SoD-Noun1,1.69b',1,,Wat een meubilair!,0
SoD-Noun1,1.69c,0,*,Dat is een boeken.,1
SoD-Noun1,1.69c',1,,Wat een boeken!,0
SoD-Noun1,1.70a,1,,Na die stortbui lag me er een water op de weg!,0
SoD-Noun1,1.70b,1,,In die kamer stond me toch een meubilair!,0
SoD-Noun1,1.70c,1,,Er lagen me toch een boeken over de grond verspreid!,0
SoD-Noun1,1.71a,1,,Dat is een beetje water.,1
SoD-Noun1,1.71b,1,,Daar staat een beetje meubilair.,1
SoD-Noun1,1.72a,1,,Een beetje boek kost al gauw € 25.,0
SoD-Noun1,1.73a,1,,Hij is mij teveel manager.,0
SoD-Noun1,1.73a,1,,Hij is niet genoeg manager.,0
SoD-Noun1,1.75a,1,,De verwoesting van de stad is niet leuk.,1
SoD-Noun1,1.75b,1,,De val van de regering is niet leuk.,1
SoD-Noun1,1.75c,1,,Het wonen in een stad is leuk.,1
SoD-Noun1,1.75d,1,,Het hebben van blauwe ogen is bijzonder.,1
SoD-Noun1,1.76a,1,,Het feit dat de aarde rond is moet bekend zijn.,1
SoD-Noun1,1.76c,1,,De aanname dat er leven op de maan is moet onderzocht worden.,1
SoD-Noun1,1.76d,1,,Het nieuws van het aanstaande huwelijk van de kroonprins moet gedeeld worden.,1
SoD-Noun1,1.78a',0,??,Zijn redeneren was niet bepaald logisch.,0
SoD-Noun1,1.78b,1,,Logisch redeneren is niet zijn sterkste punt.,0
SoD-Noun1,1.78b',0,??,Logische redenering is niet zijn sterkste punt.,0
SoD-Noun1,1.79b,1,,"De verzekering dat het probleem niet ernstig was, stelde ons gerust.",0
SoD-Noun1,1.80a,1,,Jans verzoek aan Peter om te mogen blijven werd genegeerd.,0
SoD-Noun1,1.80b,1,,Jans verzoek aan Peter om te blijven werd genegeerd.,0
SoD-Noun1,1.81a,1,,Hij stelde de vraag of we moesten komen.,1
SoD-Noun1,1.82a,1,,Zijn verzoek om salarisverhoging werd genegeerd.,1
SoD-Noun1,1.82c,1,,Het verbod op roken in dit gebouw wordt gehandhaafd.,1
SoD-Noun1,1.82d,1,,De vraag naar olie is groot.,1
SoD-Noun1,1.83a,1,,Het verzoek van Marie aan de commissie om extra hulp is belangrijk.,1
SoD-Noun1,1.83b,1,,Het verzoek van Marie aan de commissie om te worden toegelaten is geaccepteerd.,1
SoD-Noun1,1.84a,1,,Het verbod op stelen in de Bijbel is belangrijk.,1
SoD-Noun1,1.84a,0,??,Het verbod in de Bijbel op stelen is belangrijk.,1
SoD-Noun1,1.84b,0,??,Het verbod om te stelen in de Bijbel is van belang.,1
SoD-Noun1,1.84b,1,,Het verbod in de Bijbel om te stelen is van belang.,1
SoD-Noun1,1.85c,1,,De lengte van Jan is indrukwekkend.,1
SoD-Noun1,1.85c,1,,Jans lengte is indrukwekkend.,1
SoD-Noun1,1.85c,1,,Zijn lengte is indrukwekkend.,1
SoD-Noun1,1.86a,1,,De hoogte ervan is indrukwekkend.,0
SoD-Noun1,1.86b,1,,De vorm ervan is belangrijk.,0
SoD-Noun1,1.86c,0,??,De lengte ervan is indrukwekkend.,1
SoD-Noun1,1.87a,1,,"Elk gebouw heeft een hoogte, een lengte en een breedte.",0
SoD-Noun1,1.88a,1,,De aantrekkingskracht van drugs is groot.,1
SoD-Noun1,1.88b,1,,Het geduld van Peter is op.,1
SoD-Noun1,1.88b',1,,Zijn geduld is op.,1
SoD-Noun1,1.89b',1,,Haar begeerte naar macht is groot.,1
SoD-Noun1,1.89c,1,,Hij haat zijn rivaal.,0
SoD-Noun1,1.89c',1,,Zijn haat tegen zijn rivaal is groot.,1
SoD-Noun1,1.89c',1,,Zijn haat jegens zijn rivaal is groot.,1
SoD-Noun1,1.90a,1,,De uitvinding van de telefoon dateert uit de 19e eeuw.,0
SoD-Noun1,1.90a',1,,De uitvinding van Bell hing aan de muur.,0
SoD-Noun1,1.90b',1,,De bestrating van deze weg moet vernieuwd worden.,0
SoD-Noun1,1.91b,1,,Het bezoek duurde erg lang.,0
SoD-Noun1,1.91b',1,,Het bezoek bleef erg lang.,0
SoD-Noun1,1.91c,1,,De huisvesting van asielzoekers duurt te lang.,0
SoD-Noun1,1.91c',1,,We waren op zoek naar geschikte huisvesting.,0
SoD-Noun1,1.92a,1,,De veroordeling van de beklaagde door de jury verliep moeizaam.,0
SoD-Noun1,1.92b,1,,De verdachte wachtte een zware veroordeling.,0
SoD-Noun1,1.93a,1,,Hij had de vraag niet goed begrepen.,0
SoD-Noun1,1.93a,1,,Hij had het bevel niet goed begrepen.,0
SoD-Noun1,1.93b,1,,De vraag was moeilijk te lezen.,0
SoD-Noun1,1.94b,1,,Ik zag Jans vader in het park.,0
SoD-Noun1,1.94b,1,,Ik zag de vader van Jan in het park.,0
SoD-Noun1,1.95a,1,,Ik heb pijn in mijn hoofd.,0
SoD-Noun1,1.95a,0,*,Ik heb pijn in een hoofd.,0
SoD-Noun1,1.95b,1,,Jan brak zijn neus.,0
SoD-Noun1,1.96a,1,,Ik zag een kaft van een boek.,0
SoD-Noun1,1.97a',1,,Maries man is daar.,1
SoD-Noun1,1.97b,1,,De vrouw is daar.,1
SoD-Noun1,1.98a,1,,Van Jan heb ik de vader gezien en van Peter de moeder.,0
SoD-Noun1,1.98b',0,*,Van groot aanzien heb ik een taalkundige ontmoet.,0
SoD-Noun1,1.99a',1,,Van dit kunstwerk is Jan de maker.,0
SoD-Noun1,1.99b',1,,Van deze scriptie is Marie de schrijver.,0
SoD-Noun1,1.100b,1,,Ik heb een schrijver van die kinderboeken ontmoet.,0
SoD-Noun1,1.101b,1,,Ik heb de schrijver van die kinderboeken ontmoet.,0
SoD-Noun1,1.102a,1,,Dat is niet genoeg om je taalkundige te noemen.,1
SoD-Noun1,1.102a,1,,Zo’n boek gelezen hebben is niet genoeg om je taalkundige te noemen.,0
SoD-Noun1,1.102b,1,,Dat is een voorwaarde voor deze baan.,1
SoD-Noun1,1.102b,1,,Met een vrachtauto kunnen rijden is een voorwaarde voor deze baan.,0
SoD-Noun1,1.102b',1,,Het kunnen rijden met een vrachtauto is een voorwaarde voor deze baan.,0
SoD-Noun1,1.103a,1,,Dat is niet gemakkelijk in de Westerse wereld.,1
SoD-Noun1,1.103a,1,,Moslim zijn is niet gemakkelijk in de Westerse wereld.,0
SoD-Noun1,1.103b,1,,Dat is geen pretje.,0
SoD-Noun1,1.103b,1,,Ziek zijn is geen pretje.,0
SoD-Noun1,1.103b,1,,Dat ziek zijn is geen pretje.,0
SoD-Noun1,1.103b',0,*,Het zijn van ziek is geen pretje.,0
SoD-Noun1,1.104a,1,,Het schijnt dat Jan ziek is.,0
SoD-Noun1,1.104a',1,,Het schijnen dat Jan ziek is.,0
SoD-Noun1,1.104b,1,,Het blijkt dat Jan ziek schijnt te zijn.,1
SoD-Noun1,1.104b',1,,Het ziek schijnen te zijn van Jan is niet prettig.,1
SoD-Noun1,1.104b',0,*,Ziek schijnen te zijn van Jan is niet prettig.,1
SoD-Noun1,1.105a,1,,Al zijn plannen lukken hem.,0
SoD-Noun1,1.105b,0,*,Hem lukken van al zijn plannen is nogal irritant.,0
SoD-Noun1,1.105b,1,,Het hem lukken van al zijn plannen is nogal irritant.,0
SoD-Noun1,1.106a,1,,Zijn laffe gedrag speet hem zeer.,0
SoD-Noun1,1.106b,1,,Het hem spijten van zijn laffe gedrag is niet oprecht.,0
SoD-Noun1,1.106c,0,*,De hem spijting van zijn laffe gedrag is niet oprecht.,0
SoD-Noun1,1.107a,1,,De man viel haar op door zijn gedrag.,0
SoD-Noun1,1.107b,1,,De nieuwe werknemer beviel ons goed.,0
SoD-Noun1,1.107b',0,*,Een ons goede bevaller werknemer.,1
SoD-Noun1,1.108a,1,,Dat boek amuseerde mij zeer.,0
SoD-Noun1,1.108a,1,,Hij amuseerde mij zeer.,0
SoD-Noun1,1.108b,0,*,Mij amuseren van dat boek was de bedoeling.,0
SoD-Noun1,1.108b,0,*,Mij amuseren door hem was de bedoeling.,0
SoD-Noun1,1.108b,1,,Het mij amuseren door hem was de bedoeling.,0
SoD-Noun1,1.108b,1,,Het mij amuseren van hem was de bedoeling.,0
SoD-Noun1,1.108b,0,*,Mij amuseren door dat boek was de bedoeling.,0
SoD-Noun1,1.108b,1,,Het mij amuseren door dat boek was de bedoeling.,0
SoD-Noun1,1.108c,0,*,De amusering van dat boek was de bedoeling.,0
SoD-Noun1,1.108c,0,*,De amusering door dat boek was de bedoeling.,0
SoD-Noun1,1.108c,0,*,De amusering door hem was de bedoeling.,0
SoD-Noun1,1.109a,1,,Hij ergert Marie.,0
SoD-Noun1,1.109b,0,*,Marie ergeren van dat boek verbaast mij.,0
SoD-Noun1,1.109b,0,*,Marie ergeren van hem verbaast mij.,0
SoD-Noun1,1.109b,0,*,Marie ergeren door dat boek verbaast mij.,0
SoD-Noun1,1.109b,0,*,Marie ergeren door hem verbaast mij.,0
SoD-Noun1,1.109c,0,*,De ergering van Marie van dat boek verbaast mij.,0
SoD-Noun1,1.109c,0,*,De ergering van Marie van hem verbaast mij.,0
